deck1,deck2,n,w
b/g land destruction,b/g lock,1,1
b/g infect,u/b tezzeret,1,0
b/g infect,stoneblade,1,0
b/g infect,rug delver,1,0
b/g infect,reanimator,1,1
b/g infect,merfolk,1,0
b/g infect,high tide,1,0
b/g infect,grixis delver,1,0
b/g infect,dredge,1,1
b/g infect,belcher,1,0
b/g hexmage depths,stoneblade,1,0
b/g hexmage depths,miracles,1,0
b/g hexmage depths,merfolk,1,0
b/g hexmage depths,dredge,1,1
b/g control,zoo,1,0
b/g control,show and tell,1,1
b/g control,reanimator,1,0
b/g control,painted stone,1,1
b/g control,not submitted,1,1
b/g control,mono white aggro,1,0
b/g control,miracles,1,0
b/g control,miracleblade,1,0
b/g control,goblins,1,1
b/g control,enchantress,1,1
b/g control,dredge,1,0
b/g control,burn,1,0
b/g control,bug,1,0
b/g control,belcher,1,0
b/g aggro,zoo,1,1
b/g aggro,tes,1,0
b/g aggro,team america,1,1
b/g aggro,stoneblade,1,0
b/g aggro,rug delver,1,0
b/g aggro,reanimator,1,1
b/g aggro,pox,1,0
b/g aggro,nic fit,1,1
b/g aggro,miracles,1,1
b/g aggro,metalworker,1,1
b/g aggro,enchantress,1,0
b/g aggro,dredge,1,1
b/g aggro,counter-top,1,0
b/g aggro,burning junk,1,1
b/g aggro,bug landstill,1,1
b/g aggro,b/g lock,1,1
b/g aggro,belcher,1,0
berserk infect,show and tell,1,0
berserk infect,no g/w,1,1
berserk infect,merfolk,1,1
berserk infect,junk,1,1
berserk infect,g/w/b allies,1,1
berserk infect,goblins,1,0
berserk infect,elves,1,1
berserk fling,u/w tempo,1,0
berserk fling,merfolk,1,1
berserk fling,goblins,1,1
belcher,zombies,1,1
belcher,wildfire,1,1
belcher,white stax,1,1
belcher,walls,1,1
belcher,u/w trinkets,1,0
belcher,u/w thopters,1,0
belcher,u/w/r delver,1,0
belcher,u/w/r control,1,0
belcher,uw miracles,1,0
belcher,u/w miracles,1,0
belcher,u/r control,1,0
belcher,u/g madness,1,0
belcher,u/b tempo,1,0
belcher,ubr,1,1
belcher,u/b planeswalkers,1,1
belcher,u/b control,1,0
belcher,trinket control,1,0
belcher,tezzeret thopters,1,1
belcher,tezzeret metalcraft,1,0
belcher,tezzerator,1,0
belcher,sultai delver,1,0
belcher,sui black,1,0
belcher,storm,1,1
belcher,stompy green,1,1
belcher,stompy,1,0
belcher,stiflenaught,1,1
belcher,sovereign mythic,1,1
belcher,shardless bug,1,0
belcher,sea stompy,1,0
belcher,sea drake stompy,1,0
belcher,r/w/b aggro,1,0
belcher,r/w aggro,1,1
belcher,r/u stax,1,1
belcher,r/u/g trinkets,1,0
belcher,rug control,1,0
belcher,r/u/g aggro,1,0
belcher,rug,1,0
belcher,rockin' reanimator,1,1
belcher,red deck wins,1,1
belcher,rebels,1,0
belcher,rdw,1,1
belcher,pyromancer ascension,1,0
belcher,punishing jund,1,0
belcher,peace helm,1,0
belcher,painter's grindstone,1,1
belcher,not submitted,1,0
belcher,no bug,1,1
belcher,mono white aggro,1,0
belcher,mono green infect,1,1
belcher,mono black midrange,1,1
belcher,mono black aggro,1,1
belcher,mono black,1,1
belcher,metalworker stax,1,0
belcher,metalworker combo,1,1
belcher,masticores!,1,0
belcher,life,1,1
belcher,kobold storm,1,1
belcher,infi-tell,1,1
belcher,imperial painter,1,1
belcher,iggy pop,1,0
belcher,hulk,1,1
belcher,g/w mavrick,1,1
belcher,goblin welder,1,0
belcher,geddon knight,1,0
belcher,g/b control,1,1
belcher,freebie glimpse,1,1
belcher,four-color cascade,1,1
belcher,forgemaster combo,1,1
belcher,doomsday,1,0
belcher,cruel control,1,1
belcher,chains of mephistopheles,1,1
belcher,canadian threshold,1,0
belcher,blue zoo,1,0
beastmaster ascension,zoo,1,0
beastmaster ascension,dredge,1,0
beastmaster ascension,counter-top,1,0
battle of wits,u/r delver,1,0
battle of wits,tes,1,0
battle of wits,stiflenought,1,0
battle of wits,sovereign life,1,1
battle of wits,sneak and show,1,0
battle of wits,show and tell,1,0
battle of wits,scepter-chant,1,0
battle of wits,pox,1,0
battle of wits,painted stone,1,0
battle of wits,omnitell,1,0
battle of wits,no rug,1,1
battle of wits,mono black grave pact,1,1
battle of wits,junk depths,1,1
battle of wits,elves,1,0
battle of wits,doomsday,1,0
battle of wits,deadguy ale,1,0
battle of wits,bug,1,0
barren glory,belcher,1,0
bant,worm harvest combo,1,1
bant,white stax,1,1
bant,u/w visions,1,1
bant,u/w singleton,1,1
bant,u/w/r visions,1,0
bant,u/r standstill,1,1
bant,u/r control,1,1
bant,u/r,1,1
bant,u/b planeswalkers,1,0
bant,u/b mill,1,1
bant,u/b delver,1,0
bant,u/b control,1,1
bant,twelvepost,1,1
bant,trinket control,1,0
bant,threshold,1,0
bant,tezzeret thopters,1,1
bant,tezzeret stax,1,1
bant,tezzeret affinity,1,0
bant,tezzeret,1,0
bant stoneblade,sylvan plug,1,1
bant stoneblade,show and tell,1,1
bant stoneblade,reanimator,1,1
bant stoneblade,mud,1,1
bant stoneblade,metalworker,1,0
bant stoneblade,infect,1,0
bant stoneblade,dredge,1,1
bant,stiflenaught,1,1
bant,sneak attack,1,1
bant slivers,shardless bug,1,0
bant slivers,rug delver,1,1
bant,secrets of the dead,1,1
bant,rug aggro,1,0
bant,reshape combo,1,1
bant,red deck wins,1,1
bant,proteus staff combo,1,0
bant,proteus staff,1,1
bant orb,reanimator,1,1
bant,ooze combo,1,1
bant,no u/g,1,0
bant,not submitted,1,0
bant,new horizons,1,1
bant,natural order,1,1
bant,mono white stax,1,1
bant,mono green aggro,1,1
bant,mono blue ninjas,1,1
bant,mono black control,1,1
bant,mono black aggro,1,0
bant,molten psyche,1,1
bant,miracleblade,1,1
bant,manaless dredge,1,1
bant,list missing,1,0
bant,imperial painter,1,0
bant,hulk rebirth,1,1
bant,g/w/b rock,1,1
bant,g/w/b control,1,0
bant,garruk stasis,1,1
bant,freebie glimpse,1,1
bant,four horsemen,1,0
bant fauna,zoo,1,0
bant fauna,stoneblade,1,0
bant fauna,not found,1,1
bant fauna,counter-top,1,1
bant fauna,burn,1,0
bant,esper control,1,1
bant,esper aggro,1,1
bant,esper affinity,1,0
bant,eldrazi ramp,1,0
bant edric,u/g infect,1,1
bant edric,merfolk,1,1
bant edric,dredge,1,0
bant,dreadstill,1,1
bant,doran,1,1
bant delver,reanimator,1,1
bant delver,miracles,1,0
bant delver,metalworker,1,1
bant delver,cephalid breakfast,1,1
bant,death's shadow,1,0
bant,crab mill,1,1
bant control,lands,1,1
bant control,junk,1,1
bant control,high tide,1,0
bant control,hexmage depths,1,1
bant control,dredge,1,0
bant,caw-blade,1,0
bant,bug faeries,1,0
bant,boros,1,0
bant,blue zoo,1,1
bant,big naya,1,1
bant beatdown,merfolk,1,0
bant beatdown,eva green,1,1
bant beatdown,dredge,1,0
bant beatdown,countertop beatdown,1,1
bant beatdown,belcher,1,0
bant,battle of wits,1,1
bant aggro,zoo,1,1
bant aggro,u/w/r control,1,1
bant aggro,u/w control,1,1
bant aggro,team america,1,1
bant aggro,sneak and show,1,0
bant aggro,show and tell,1,1
bant aggro,rogue merfolk,1,1
bant aggro,no rug,1,1
bant aggro,no g/w,1,1
bant aggro,nic fit,1,0
bant aggro,mud,1,1
bant aggro,lands,1,0
bant aggro,g/w scepter chant,1,1
bant aggro,faeries,1,1
bant aggro,eva green,1,0
bant aggro,esper control,1,1
bant aggro,canadian threshold,1,1
bant aggro,bug landstill,1,1
aura aggro,zoo,1,0
aura aggro,elves,1,0
athens blue,tes,1,1
athens blue,pox,1,1
athens blue,merfolk,1,0
athens blue,lands,1,1
athens blue,hypergenesis,1,0
athens blue,hive mind,1,0
athens blue,death and taxes,1,1
athens blue,cephalid breakfast,1,1
athens blue,burn,1,1
athens blue,belcher,1,1
assault loam,white knights,1,1
assault loam,u/w tempo,1,0
assault loam,u/w/r control,1,1
assault loam,u/w control,1,0
assault loam,u/r control,1,1
assault loam,twelvepost,1,0
assault loam,survival,1,0
assault loam,r/w/b aggro,1,1
assault loam,reanimator,1,0
assault loam,pingers,1,1
assault loam,no list,1,1
assault loam,no g/w,1,0
assault loam,no bant,1,0
assault loam,new horizons,1,0
assault loam,mono black control,1,1
assault loam,molten psyche,1,1
assault loam,life,1,1
assault loam,jund,1,1
assault loam,infect,1,0
assault loam,g/w/b allies,1,0
assault loam,grinding station,1,1
assault loam,eva green,1,0
assault loam,canadian threshold,1,0
assault loam,b/w weenie,1,1
assault loam,b/u/g control,1,0
assault loam,black rack,1,1
assault loam,berserk infect,1,0
assault loam,bant,1,0
ascension twin,elves,1,1
ascension twin,dredge,1,1
ascension twin,burn,1,0
ascendency combo,twelvepost,1,1
ascendency combo,temur delver,1,1
ascendency combo,sultai delver,1,0
ascendency combo,reanimator,1,0
ascendency combo,jeskai miracles,1,0
ascendency combo,elves,1,0
ascendency combo,dredge,1,0
ascendency combo,burn,1,1
armageddon white,reanimator,1,1
armageddon white,new horizons,1,0
armageddon white,lands,1,0
armageddon white,goblins,1,1
armageddon white,counter-top,1,1
armageddon stax,zoo,1,0
armageddon stax,u/r delver,1,0
armageddon stax,tes,1,0
armageddon stax,survival,1,0
armageddon stax,stiflenaught,1,0
armageddon stax,slivers,1,1
armageddon stax,r/g/b beatdown,1,0
armageddon stax,reanimator,1,0
armageddon stax,pox,1,1
armageddon stax,polymorph,1,0
armageddon stax,painted stone,1,0
armageddon stax,omnitell,1,1
armageddon stax,naya scepter,1,0
armageddon stax,mono black dreams,1,1
armageddon stax,miracles,1,0
armageddon stax,life,1,1
armageddon stax,landstill,1,0
armageddon stax,goblins,1,0
armageddon stax,g/b/u control,1,0
armageddon stax,countertop order,1,0
armageddon stax,b/w beatdown,1,1
armageddon stax,burn,1,0
armageddon lock,r/w weenie,1,1
armageddon lock,reanimator,1,0
armageddon lock,junk,1,1
armageddon lock,goblins,1,1
arcanum wings combo,stoneblade,1,0
arcanum wings combo,stifle naught,1,0
arcanum wings combo,r/w aggro,1,1
arcanum wings combo,rug delver,1,0
arcanum wings combo,miracles,1,0
arcanum wings combo,g/w/b midrange,1,1
arcanum wings combo,enchantress,1,0
apocalypse grixis,merfolk,1,0
apocalypse grixis,maverick,1,0
apocalypse grixis,enchantress,1,0
apocalypse grixis,elves,1,0
ant,walls,1,1
ant,u/w visions,1,0
ant,u/w/r thopters,1,0
ant,u/w delver,1,0
ant,u/w blade,1,1
ant,u/r stiflenought,1,0
ant,u/r aggro,1,1
ant,u/b landstill,1,1
ant,u/b delver,1,0
ant,turboland,1,0
ant,thopter blade,1,1
ant,tezzeret thopters,1,1
ant,tezzerator,1,0
ant,sui black,1,0
ant,storm,1,1
ant,sea drake stompy,1,1
ant,scapeshift,1,1
ant,r/w/b aggro,1,1
ant,r/u/g trinkets,1,0
ant,r/u/g control,1,0
ant,r/u/g aggro,1,1
ant,rogues,1,0
ant,quest for holy armor,1,1
ant,pyromancer ascension,1,0
ant,power monolith,1,0
ant,pitch world,1,0
ant,painter,1,0
ant,not submitted,1,1
ant,not found,1,0
ant,no bug,1,1
ant,mono white stoneblade,1,1
ant,mono white puresteel,1,0
ant,mono white armageddon,1,0
ant,mono white aggro,1,1
ant,mono white,1,1
ant,mono brown,1,0
ant,mono blue,1,0
ant,mono black dreams,1,1
ant,mono black aggro,1,1
ant,mill,1,1
ant,masticores!,1,0
ant,life,1,1
ant,leyline of singularity,1,1
ant,kobold combo,1,1
ant,kiki twin,1,0
ant,kavu fire,1,1
ant,jund depths,1,1
ant,jund,1,1
ant,jedi emreka,1,1
ant,infect combo,1,1
ant,illusionary orb,1,0
ant,humility of the moon,1,1
ant,g/w/b midrange,1,1
ant,g/w/b control,1,0
ant,g/w/b,1,1
ant,g/u beatdown,1,0
ant,grixis tempo,1,1
ant,grixis control,1,0
ant,grindstone's servant,1,0
ant,green and taxes,1,1
ant,geddon stax,1,0
ant,four-color loam,1,1
ant,food chain,1,0
ant,eva gree,1,1
ant,eureka!,1,1
ant,esper stoneblade,1,0
ant,esper control,1,1
ant,esper,1,1
ant,erayo affinity,1,1
ant,dragon arch,1,1
ant,doubling thallids,1,1
ant,doran bant,1,1
ant,death and taxes,1,0
ant,canadian threshold,1,0
ant,bug visions,1,0
ant,bug psychatog,1,1
ant,bug midrange,1,1
ant,b/u/g control,1,0
ant,blue zoo,1,1
ant,big naya,1,1
ant,b/g rock,1,0
ant,b/g pox,1,0
ant,b/g land destruction,1,1
ant,b/g aggro,1,1
ant,battle of wits,1,0
angels,stasis,1,0
angels,rug delver,1,0
angels,elves,1,0
angels,b/g control,1,0
angel prison,u/r delver,1,1
angel prison,sultai control,1,0
angel prison,omnitell,1,1
angel prison,jeskai stoneblade,1,0
angel prison,elves,1,0
angel prison,dredge,1,1
angel prison,deathblade,1,1
angel prison,death and taxes,1,0
aluren,white weenie,1,1
aluren,u/w tempo,1,1
aluren,u/w/r landstill,1,0
aluren,u/w miracles,1,0
aluren,u/w landstill,1,0
aluren,u/w aggro,1,1
aluren,u/r delver,1,0
aluren,u/b delver,1,0
aluren,threshold,1,0
aluren,tezzeret metalcraft,1,1
aluren,stax,1,0
aluren,show and tell,1,1
aluren,shared fate,1,1
aluren,scapeshift,1,0
aluren,rug control,1,0
aluren,omnitell,1,1
aluren,mono blue control,1,1
aluren,landstill,1,0
aluren,jund,1,1
aluren,illusionary orb,1,0
aluren,hypergenesis,1,1
aluren,hive mind,1,1
aluren,g/w/b midrange,1,0
aluren,g/w aggro,1,0
aluren,freebie glimpse,1,1
aluren,dragon stompy,1,1
aluren,deathblade,1,0
aluren,cephalid breakfast,1,1
aluren,canadian threshold,1,0
aluren,b/w weenie,1,0
aluren,bug landstill,1,0
aluren,bant aggro,1,1
aluren,bant,1,1
all spells,death and taxes,1,1
all-in red,u/r delver,1,0
all-in red,stoneblade,1,0
all-in red,sneak and show,1,1
all in red,show and tell,1,0
all-in red,rug delver,1,0
all-in red,omnitell,1,1
all in red,esper control,1,1
all in red,elves,1,0
all in red,dredge,1,0
all-in red,dream halls,1,0
all-in red,deadguy ale,1,1
all in red,black weenie,1,1
all-in red,belcher,1,1
all in red,ant,1,1
allies,sui black,1,1
allies,new horizons,1,0
allies,mono black control,1,1
allies,leyline of singularity,1,1
allies,dredge,1,0
allies,b/w weenie,1,1
allies,armageddon lock,1,1
alara aggro,omnitell,1,0
alara aggro,goblins,1,0
alara aggro,dredge,1,0
aggro loam,white weenie,1,1
aggro loam,u/w wizards,1,0
aggro loam,urzatron,1,1
aggro loam,u/b tezzeret,1,1
aggro loam,u/b delver,1,1
aggro loam,twelvepost,1,1
aggro loam,trinistax,1,1
aggro loam,torpornought,1,0
aggro loam,thopter sword,1,0
aggro loam,the walking dead,1,1
aggro loam,tezzeret metalcraft,1,1
aggro loam,tezzeret affinity,1,1
aggro loam,super highlander,1,1
aggro loam,sui black,1,1
aggro loam,sovereign life,1,1
aggro loam,sneak attack,1,0
aggro loam,r/w aggro,1,1
aggro loam,rug visions,1,0
aggro loam,rug aggro,1,0
aggro loam,rug,1,1
aggro loam,red deck wins,1,0
aggro loam,reanimator combo,1,1
aggro loam,planeswalker control (rwu),1,1
aggro loam,painter's grindstone,1,1
aggro loam,ooze combo,1,1
aggro loam,omnitell,1,0
aggro loam,not submitted,1,0
aggro loam,no toolbox,1,0
aggro loam,naya scepter,1,1
aggro loam,mono black midrange,1,1
aggro loam,metalworker stax,1,1
aggro loam,metalcraft,1,0
aggro loam,kiki twin,1,1
aggro loam,junk depths,1,0
aggro loam,hulk combo,1,0
aggro loam,g/w stoneblade,1,1
aggro loam,grixis delver,1,0
aggro loam,gifts,1,1
aggro loam,freebie glimpse,1,1
aggro loam,faeries,1,0
aggro loam,esper tezzeret,1,1
aggro loam,esper stoneblade,1,1
aggro loam,esper control,1,1
aggro loam,esper aggro,1,1
aggro loam,erayo affinity,1,1
aggro loam,doran junk,1,1
aggro loam,canadian threshold,1,1
aggro loam,b/w tokens,1,1
aggro loam,b/w pox,1,1
aggro loam,b/w aggro,1,1
aggro loam,b/w aggro,1,1
aggro loam,bug visions,1,0
aggro loam,bug midrange,1,1
aggro loam,bug faeries,1,1
aggro loam,bug delver,1,1
aggro loam,boros,1,0
aggro loam,blazing shoal burn,1,0
aggro loam,armageddon stax,1,0
aggro loam,aluren,1,1
aggro loam,all in red,1,0
aggro loam,allies,1,1
affinity,zombies,1,1
affinity,white knights,1,0
affinity,vampires,1,0
affinity,valakut,1,1
affinity,u/w/r miracles,1,1
affinity,u/w/r landstill,1,0
affinity,u/w/r delver,1,0
affinity,u/r control,1,1
affinity,u/r,1,1
affinity,u/g infect,1,0
affinity,u/b/g control,1,0
affinity,u/b faeries,1,1
affinity,ub delver,1,1
affinity,u/b delver,1,1
affinity,training grounds,1,1
affinity,trading stax,1,0
affinity,thopter sword,1,0
affinity,thopters,1,0
affinity,the epic storm,1,1
affinity,tezzeret stax,1,1
affinity,tezzeret,1,0
affinity,team italia,1,0
affinity,stompy,1,1
affinity,sneak and through,1,0
affinity,silent scepter,1,0
affinity,shallow grave,1,1
affinity,r/w stoneblade,1,0
affinity,r/w/b blade,1,0
affinity,rug visions,1,0
affinity,r/u/g control,1,0
affinity,rug bloodbraid,1,0
affinity,rug aggro,1,0
affinity,reshape combo,1,0
affinity,replenish,1,0
affinity,punishing zoo,1,0
affinity,proteus staff,1,0
affinity,polymorph,1,1
affinity,painter's grindstone,1,0
affinity,ooze combo,1,1
affinity,no show,1,0
affinity,no list,1,1
affinity,no g/w,1,0
affinity,natural order,1,1
affinity,mono white stoneblade,1,1
affinity,mono white puresteel,1,1
affinity,mono white metalcraft,1,1
affinity,mono white aggro,1,0
affinity,mono brown,1,0
affinity,mono blue landstill,1,1
affinity,mono blue,1,1
affinity,mono black,1,1
affinity,molten psyche,1,1
affinity,miracleblade,1,0
affinity,melira combo,1,1
affinity,list missing,1,0
affinity,life,1,1
affinity,kobolds/glimpse,1,0
affinity,kobolds,1,0
affinity,jund,1,1
affinity,humility of the moon,1,1
affinity,hulk,1,1
affinity,g/w stoneblade,1,0
affinity,g/w/b beatdown,1,0
affinity,grindstone's servant,1,1
affinity,grinding station,1,1
affinity,geddon zoo,1,1
affinity,geddon stax,1,0
affinity,esper stoneblade,1,0
affinity,esper control,1,1
affinity,esper affinity,1,1
affinity,esper,1,0
affinity,death's shadow,1,0
affinity,counterburn,1,1
affinity,bw tokens,1,1
affinity,b/w/r aggro,1,0
affinity,b/w haakon,1,1
affinity,bug psychatog,1,1
affinity,bug loam,1,0
affinity,b/u/g control,1,1
affinity,bomberman,1,1
affinity,blue aggro-control,1,1
affinity,bloodchief ascension,1,1
affinity,black orb,1,1
affinity,big naya,1,1
affinity,b/g stompy,1,0
affinity,b/g pox,1,0
affinity,b/g control,1,0
affinity,barren glory,1,1
affinity,bant slivers,1,1
affinity,armageddon stax,1,0
affinity,arcanum wings combo,1,1
affinity,angels,1,1
advisor control,painted stone,1,1
advisor control,no bant,1,0
advisor control,lands,1,0
advisor control,aggro loam,1,1
ad nauseum,u/g poison,1,1
ad nauseum tendrils,uw miracles,1,0
ad nauseum tendrils,shardless bug,1,0
ad nauseum tendrils,dredge,1,0
ad nauseum tendrills,u/w/r delver,1,0
ad nauseum,rug delver,1,0
ad nauseum,high tide,1,1
ad nauseum,dream halls,1,1
ad nauseam,u/w/r miracles,1,0
ad nauseam,u/w/r delver,1,0
ad nauseam tendrils,u/w stoneblade,1,1
ad nauseam tendrils,u/w/r miracles,1,1
ad nauseam tendrils,u/b tezzeret,1,1
ad nauseam tendrils,twelvepost,1,1
ad nauseam tendrils,turbo depths,1,1
ad nauseam tendrils,tin fins,1,1
ad nauseam tendrils,temur delver,1,1
ad nauseam tendrils,sultai delver,1,0
ad nauseam tendrils,storm,1,0
ad nauseam tendrils,omnitell,1,1
ad nauseam tendrils,omni-tell,1,1
ad nauseam tendrils,no bant,1,1
ad nauseam tendrils,nic fit,1,0
ad nauseam tendrils,mono-red moggcatcher,1,0
ad nauseam tendrils,lands,1,0
ad nauseam tendrils,junk depths,1,1
ad nauseam tendrils,junk,1,0
ad nauseam tendrils,jund,1,1
ad nauseam tendrils,jeskai stoneblade,1,1
ad nauseam tendrils,jeskai miracles,1,0
ad nauseam tendrils,infect,1,0
ad nauseam tendrils,goblins,1,0
ad nauseam tendrils,four-color loam,1,0
ad nauseam tendrils,four-color delver,1,1
ad nauseam tendrils,esper delver,1,1
ad nauseam tendrils,b/w stoneblade,1,1
ad nauseam,storm,1,1
ad nauseam,shardless sultai,1,0
ad nauseam,omni-tell,1,0
ad nauseam,mono-red sneak attack,1,0
ad nauseam,merfolk,1,1
ad nauseam,junk,1,0
ad nauseam,grixis control,1,0
ad nauseam,esper stoneblade,1,0
abzan,show and tell,1,0
abzan,mono r sneak attack,1,0
abzan maverick,twelvepost,1,1
abzan maverick,storm,1,0
abzan maverick,maverick,1,0
abzan maverick,grixis control,1,0
abzan,maverick,1,1
abzan,burn,1,1
abzan,bant stoneblade,1,0
8 post,naya aggro,1,1
8 post,maverick,1,1
8 post eldrazi,threshold,1,0
8 post eldrazi,junk,1,0
8 post eldrazi,iggy pop,1,0
8 post eldrazi,goblins,1,1
8 post eldrazi,dredge,1,0
8 post eldrazi,counter-top,1,1
5 color stoneblade,zoo,1,1
5 color stoneblade,turboland,1,0
5 color stoneblade,merfolk,1,0
5 color control,team america,1,1
5 color control,stoneblade,1,0
5 color control,show and tell,1,1
5 color control,hypergenesis,1,0
5 color control,enchantress,1,0
5 color control,burn,1,0
5 color control,affinity,1,0
5 color allies,merfolk,1,0
5 color allies,elves,1,0
4c prison stoneblade,rebels,1,0
4c prison stoneblade,miracles,1,1
4c prison stoneblade,mill,1,1
4c prison stoneblade,junk,1,0
4c prison stoneblade,jeskai control,1,0
4c prison stoneblade,elves,1,0
4 color stoneblade,u/w stoneblade,1,0
4 color stoneblade,u/w landstill,1,1
4 color stoneblade,team america,1,0
4 color stoneblade,show and tell,1,0
4 color stoneblade,rug,1,0
4 color stoneblade,mono blue control,1,0
4 color stoneblade,g/w stoneblade,1,0
4 color stoneblade,counterburn,1,1
4 color stoneblade,bant,1,0
4 color,stoneblade,1,0
4 color,mono blue control,1,0
4 color,merfolk,1,0
4 color loam,u/w landstill,1,1
4 color loam,u/b control,1,1
4 color loam,sea drake stompy,1,1
4 color loam,reanimator,1,0
4 color loam,painted stone,1,1
4 color loam,no bug,1,0
4 color loam,mono blue control,1,1
4 color loam,mono black control,1,1
4 color loam,junk depths,1,0
4 color loam,junk,1,1
4 color loam,high tide,1,0
